conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3dffcb35-26d4-4fee-8517-002f9e40508a,інтегрувати енергію біогазу в будівлі,released,skill/competence,sector-specific,,"Проєктувати та розраховувати вартість біогазових установок для опалення та постачання гарячої питної води.
	",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"установлення обладнання для опалення, вентиляції та кондиціонування повітря"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e25fd3e-2bcd-4320-9587-0aadf7fb93b1,консультувати щодо методів захисту ґрунту та води,released,skill/competence,sector-specific,,"Консультувати щодо методів захисту ґрунту та джерел води від забруднення, як-от вимивання нітратів, яке спричиняє ерозію ґрунту.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,консультування з екологічних питань
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e37d714-4d65-416d-a138-46f7e2a98073,проєктувати теплові насосні установки,released,skill/competence,sector-specific,,"Проєктувати теплові насосні установки, включно з розрахунками втрат або передачі тепла, необхідною потужність, моно- або бівалентною, енергетичними балансами та зменшенням шуму.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,проєктування електричних або електронних систем або обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3ecde258-d1c6-4d6a-bfa7-ec4c5e4fc700,розробляти екологічні рецептури,released,skill/competence,occupation-specific,,"Розробляти рецептури з використанням біологічних, а не синтетичних інгредієнтів. Оцінювати потенціал рослинних олій, наповнювачів і полімерів та їхні останні досягнення.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,розроблення операційної політики й процедур
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3edfa33c-c644-4a9a-acd1-e82039daa663,сприяти використанню екологічно чистого транспорту,released,skill/competence,sector-specific,,"Сприяти використанню екологічно безпечного транспорту з метою зменшення викидів вуглекислого газу і шуму та підвищення безпеки й ефективності транспортних систем. Визначати ефективність використання екологічно чистого транспорту, встановлювати цілі щодо сприяння використанню екологічно безпечного транспорту та пропонувати екологічно чисті альтернативи транспорту.
	",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"сприяти сталому розвитку | просування продуктів, послуг або програм"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3efd2b02-f6f8-4911-a154-8bfcaeadeb5d,походження харчових жирів та олій,released,knowledge,sector-specific,,"Різниця між харчовими жирами, отриманими з тварин, і оліями, отриманими з рослин.
	",http://data.europa.eu/esco/isced-f/0721,переробка харчових продуктів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24,проводити екологічні дослідження,released,skill/competence,sector-specific,,"Проводити екологічні дослідження за необхідності, перевіряючи регуляторні процедури, можливі судові позови або інші види скарг.
	",http://data.europa.eu/esco/skill/c4376e35-add7-43a0-8b2e-f5741f0df8fe,проведення судово-медичних і поліцейських розслідувань
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/407b1474-7cfb-4538-823b-7667604f0267,відновлювати місце буріння до його природного стану,released,skill/competence,occupation-specific,,"Відновлювати місце буріння до його природного стану у випадку, якщо буріння не проводитиметься.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,розроблення рішень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40f65a56-ccbe-4601-9f32-1cc6cdd24f28,поводження з відходами,released,knowledge,cross-sector,,"Методи, матеріали та правила, що використовуються для збирання, транспортування, оброблення та утилізації відходів. Це включає переробку і контроль за утилізацією відходів.
	",http://data.europa.eu/esco/isced-f/1021,громадська санітарія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a,утилізувати небезпечні відходи,released,skill/competence,cross-sector,,"Утилізувати небезпечні матеріали, зокрема хімічні та радіоактивні речовини, відповідно до вимог законодавства про охорону навколишнього середовища та правил охорони праці й техніки безпеки.
	",http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176 | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,дотримуватися техніки безпеки під час роботи | обробка й утилізація небезпечних матеріалів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41168850-6e3f-4fc8-afd5-9337f0c66190,оцінювати вплив аквакультурної діяльності на довкілля,released,skill/competence,sector-specific,,"Вимірювати вплив аквакультури компанії на довкілля. Враховувати такі фактори, як якість морської та поверхневої води, середовище існування риби та морських рослин, а також ризики, пов’язані з якістю повітря, запахом та шумом.
	",http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,вимірювати вплив конкретної аквакультурної діяльності | оцінювати вплив на навколишнє середовище | моніторинг стану довкілля | керувати впливом виробництва на навколишнє середовище
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41bbfa08-ce0b-478f-beaa-f51c62e61796,встановлювати дахові вікна,released,skill/competence,sector-specific,,"Установлювати різні види вікон на даху, наприклад скляний дах, мансардні вікна та вікна для плоского даху.
	",http://data.europa.eu/esco/skill/58edb789-d085-4e7d-8b6e-b70913bebfca,установлення й монтаж будівельного обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41de7eb8-be07-4822-ba85-b76e9b8d6e4e,стале лісовпорядкування,released,knowledge,sector-specific,,"Управління та використання лісових земель у такий спосіб і такою мірою, яка дозволяє підтримувати їхню продуктивність, біорізноманіття, здатність до відновлення, життєздатність та їхній потенціал для виконання зараз і в майбутньому відповідних екологічних, економічних і соціальних функцій на місцевому, національному та глобальному рівнях і не завдавати шкоди іншим екосистемам.
	",http://data.europa.eu/esco/isced-f/0821,лісове господарство
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c,глобальні стандарти звітності зі сталого розвитку,released,knowledge,sector-specific,,"Глобальна стандартизована система звітності, що дає змогу організаціям кількісно оцінювати та повідомляти про свій вплив на довкілля, соціальну сферу та управління.
	",http://data.europa.eu/esco/isced-f/0412,"фінанси, банківська справа й страхування"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/442328a8-8a11-4e15-b80c-402a9bd5844d,проводити дослідження кліматичних процесів,released,skill/competence,cross-sector,,"Проводити дослідження характерних явищ, що відбуваються в атмосфері під час взаємодії та трансформації різних атмосферних компонентів та умов.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,проведення академічних або маркетингових досліджень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44493977-83c4-49e0-88b2-28435da57cd0,мінімізувати вплив на навколишнє середовище прилеглої території,released,skill/competence,occupation-specific,,"Мінімізувати відходи матеріалів і правильно утилізувати сміття. Мінімізувати пошкодження рослин, об’єктів і прилеглих територій.
	",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,експлуатація сільськогосподарського або лісозаготівельного обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d,вимірювати вплив конкретної аквакультурної діяльності,released,skill/competence,sector-specific,,"Визначати та вимірювати біологічний та фізико-хімічний вплив конкретної діяльності аквакультурної ферми на навколишнє середовище. Проводити всі необхідні тести, включаючи збір та обробку зразків для аналізу.
	",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,вимірювання розмірів і пов’язаних із ними властивостей
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44d5340c-45df-4478-9e55-2363342a7324,проєктувати рішення з модернізації будівель,released,skill/competence,sector-specific,,"Оснащення об’єкта компонентом чи властивістю, не передбаченими під час його виготовлення, або додавання того, чого не існувало на момент побудови. Використовується у випадку встановлення нових систем будівлі, як-от опалювальних систем, але також може стосуватися будівельних матеріалів, наприклад, модернізованої теплоізоляції чи подвійних склопакетів. Проєктувати рішення з модернізації наявних житлових або комерційних будівель з метою підвищення їхньої експлуатаційної ефективності, наприклад, шляхом скорочення витрат енергії чи води. Оцінювати наявний спектр технологій модернізації та вибирати найдоцільніші з них відповідно до характеристик будівлі.
	",http://data.europa.eu/esco/skill/2eea3fd6-82ee-4334-8e36-62a0707cade1 | http://data.europa.eu/esco/skill/cc0a45a7-4883-4122-af11-7ca6c45a37c2 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,проєктувати повітронепроникність будівель | проєктувати огороджувальні системи будівель | проєктування споруд або об’єктів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/450aeb6d-5f23-4e08-b088-3bbefbfb9f2d,гідроекологія,released,knowledge,cross-sector,,"Водна екологія — це вивчення водних організмів, того, як вони взаємодіють, де вони живуть і чим займаються.
	",http://data.europa.eu/esco/isced-f/0521,екологічні науки
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4548416b-2310-4afc-bd6a-c022d3e41014,забезпечувати економічну ефективність у виробництві харчових продуктів,released,skill/competence,sector-specific,,"Стежити за тим, щоб весь процес виробництва харчових продуктів від отримання сировини, виробництва, до процесів виготовлення та пакування харчових продуктів був економічно ефективним та результативним.
	",http://data.europa.eu/esco/skill/ce541a71-0eaa-40e7-999d-793d1f16fa4c | http://data.europa.eu/esco/skill/7a93e22f-54d8-4bf0-9213-d711f6601b49 | http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,"адаптувати ефективні методи переробки харчових продуктів | працювати ефективно | організація, планування й складання графіка роботи та діяльності"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4562497f-836c-415a-b5ce-4ec3b5766d09,пропонувати альтернативні інгредієнти гумових сумішей,released,skill/competence,occupation-specific,,"Визначати потенційно токсичні складові частини гумових сумішей і пропонувати альтернативні складові частини або суміші з подібними функціями.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,розроблення рішень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/456f68b4-ca28-4029-a67f-7813b2c6cb4d,етика поводження з харчовими продуктами,released,knowledge,sector-specific,,"Сукупність етичних цінностей і принципів, які є орієнтирами у виробництві, розповсюдженні та споживанні харчових продуктів. Він охоплює широкий спектр питань, зокрема безпечність харчових продуктів, екологічну сталість, культурну чутливість, добросовісні практики роботи, добробут тварин та соціальну відповідальність. Етика поводження з харчовими продуктами може включати колективну та індивідуальну відповідальність.
	",http://data.europa.eu/esco/isced-f/0223,філософія та етика
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b2a257-1c28-4c84-bc71-a4871e398c54,досліджувати місця для вітрових електростанцій,released,skill/competence,sector-specific,,"Проводити дослідження на місці та за допомогою вітрового атласу з метою оцінки різних місць, які можуть бути придатними для будівництва груп вітрових турбін, а також проводити подальші дослідження на місці з метою допомоги в розробці планів будівництва.
	",http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,оцінювання землі або нерухомості
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b79278-465a-4eed-8809-369318bab119,розробляти стратегії рекультивації територій,released,skill/competence,sector-specific,,"Проводити польові дослідження та надавати консультації на ділянках із забрудненим ґрунтом або ґрунтовими водами на промислових об’єктах і в місцях видобутку корисних копалин. Розробляти методи зберігання викопаного ґрунту. Розробляти стратегії відновлення виснажених гірничодобувних ділянок до природного стану.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/e4ff825c-7376-4135-93cd-3892fd67b7c1,розроблення операційної політики й процедур | розробляти стратегії відновлення довкілля
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/46454506-fb7c-4ad7-84e0-d4a6a5589ea1,проєктування будівель з нульовим споживанням енергії,released,knowledge,sector-specific,,"Принцип проєктування та будівництва, згідно з яким чиста кількість енергії, яка використовується будівлею, дорівнює кількості відновлюваної енергії, створеної самою будівлею. Це поняття стосується самодостатніх конструкцій.
	",http://data.europa.eu/esco/isced-f/0731,архітектура й містобудування
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/465af498-53b1-4e04-9f49-7458afb59274,конструювати комунальне обладнання,released,skill/competence,sector-specific,,"Розробляти обладнання, яке використовується для надання комунальних послуг, як-от тепло, пара, електроенергія та охолодження, з метою підвищення ефективності та стійкості надання комунальних послуг у заклади та житлові об’єкти.
	",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,проєктування споруд або об’єктів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/467cfa0a-f6d8-4f07-a770-11d2ea3546cd,зменшувати викиди від дублення,released,skill/competence,sector-specific,,"Налаштовувати проведення оздоблювальної операції відповідно до кожного типу призначення ринку шкіри, уникаючи зменшення викидів летких органічних сполук (VOC).
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,дотримання законів і стандартів охорони навколишнього середовища
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,сприяти сталому розвитку,released,skill/competence,cross-sector,,"Просувати концепцію сталого розвитку серед громадськості, колег і колег-фахівців за допомогою виступів, екскурсій, виставок і семінарів.
	",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"просування продуктів, послуг або програм"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/47d491a9-f7c0-4b13-a10f-983d3aa0113e,інженерія безпеки,released,knowledge,cross-sector,,"Вивчення ризиків, пов’язаних із інженерними конструкціями та системами, запобігання нещасним випадками і переваги засобів безпеки у зниженні смертності і травмувань. Ця дисципліна займається аналізом і мінімізацією потенційних загроз у інженерних процесах.
	",http://data.europa.eu/esco/skill/6f1edc19-191f-4ba5-a048-ee69aff05bab | http://data.europa.eu/esco/isced-f/0710,"інженерія систем безпеки | машинобудування та інженерні професії, не визначені додатково"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/47f14289-3bcd-4575-9cc1-15c582d1da29,керувати установкою для переробки відходів,released,skill/competence,occupation-specific,,"Керувати роботою об’єкта, який займається переробкою та утилізацією відходів, зокрема сортуванням, переробкою та зберіганням відходів, забезпечуючи технічне обслуговування об’єкта та його обладнання, а також дотримання процедур відповідно до законодавства.
	",http://data.europa.eu/esco/skill/746d4d58-7e6b-417c-a0b3-3f0c44564a2e | http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,планувати політику управління об’єктами | керівництво операційною діяльністю | утилізувати відходи
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4817fa29-7e52-41ee-a112-c1454012ca95,переглядати плани будівництва сміттєпереробних заводів,released,skill/competence,occupation-specific,,"Визначати, чи відповідають плани будівництва нових об’єктів з переробки відходів вимогам законодавства.
	",http://data.europa.eu/esco/skill/ebbf3488-7d1e-4603-b7d4-938d23bc1af1 | http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595,"перевіряти дозволи на будівництво | моніторинг, перевірка й випробування"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d,дотримуватися екологічної політики під час переробки харчових продуктів,released,skill/competence,sector-specific,,"Дотримуватись екологічної політики при роботі з природними ресурсами, зокрема м’ясом, фруктами та овочами. Це означає поводження з ресурсами найбільш ефективним і дружнім до природи способом з мінімальним впливом на екосистему.
	",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,впроваджувати способи зменшення негативних наслідків споживання | оцінювати вплив власної поведінки на навколишнє середовище | дотримання законів і стандартів охорони навколишнього середовища
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/49298916-2090-4b08-ac57-5cfedaa5af36,зменшувати вплив виробництва взуття на навколишнє середовище,released,skill/competence,sector-specific,,"Оцінити вплив виробництва взуття на навколишнє середовище та мінімізувати екологічні ризики. Зменшити екологічно шкідливу практику роботи на різних етапах виробництва взуття.
	",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,впроваджувати способи зменшення негативних наслідків споживання | консультування з екологічних питань | оцінювати вплив на навколишнє середовище
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4aba6668-6118-4953-804b-869cef94422a,утилізувати безпечні відходи,released,skill/competence,cross-sector,,"Утилізувати відходи, які не становлять загрози для здоров’я та безпеки, у спосіб, що відповідає процедурам переробки та поводження з відходами.
	",http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,утилізація безпечних відходів або сміття
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ac715f8-7c4e-4e78-a96d-2398b8bdc49d,планувати державний житловий фонд,released,skill/competence,cross-sector,,"Планувати будівництво громадського житла з дотриманням архітектурних норм і принципів містобудування.
	",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,розробка планів досліджень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b5f0aeb-875b-4afb-befc-2465b45602d8,перевіряти процедури переробки відходів,released,skill/competence,sector-specific,,"Перевіряти виконання процедур утилізації та поводження з відходами в організації, а також дотримання чинного законодавства.
	",http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,моніторинг операційної діяльності
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,впроваджувати способи зменшення негативних наслідків споживання,released,skill/competence,transversal,,"Застосовувати принципи, стратегії та норми, спрямовані на екологічну сталість, зокрема зменшувати кількість відходів, скорочувати споживання енергії й води, повторно використовувати і переробляти продукти та долучатися до економіки спільного споживання.
	",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,застосування екологічних навичок і компетенцій
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c4235a9-a1fb-403f-a173-37d9297c218c,переробляти гній худоби,released,skill/competence,sector-specific,,"Застосовувати технології утилізації тваринного гною у відповідні терміни, щоб переробляти гній в органічні поживні речовини для ґрунту та зменшити вплив на навколишнє середовище.
	",http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,утилізація безпечних відходів або сміття
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c598891-db23-4b7c-9b39-233ba8eaf848,ландшафтна архітектура,released,knowledge,sector-specific,,"Принципи та практики, що використовуються в архітектурі та дизайні відкритих майданчиків.
	",http://data.europa.eu/esco/isced-f/0731,архітектура й містобудування
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c5fed97-939f-4050-adc0-7adaf15065e5,планувати розвиток водних ресурсів,released,skill/competence,occupation-specific,,"Здійснювати моніторинг опадів та використання води з метою організації розвитку водних ресурсів.
	",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,моніторинг стану довкілля
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ca83b9d-afa0-49f8-b7af-e4e6a42ad299,принципи рослинництва,released,knowledge,sector-specific,,"Принципи вирощування сільськогосподарських культур, природний цикл, догляд за природою, умови вирощування та принципи органічного та сталого виробництва. Критерії якості та вимоги до насіння, рослин і врожаю.
	",http://data.europa.eu/esco/isced-f/0811,рослинництво й тваринництво
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d032f82-6279-48e6-9892-116440a071e3,консультувати щодо запобігання забрудненню,released,skill/competence,cross-sector,,"Консультувати окремих осіб і окремі організації щодо розробки та впровадження заходів, які допомагають запобігти забрудненню та пов’язаним з ним ризикам.
	",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,консультувати інших | консультування з екологічних питань
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d30ad07-9e39-4899-81dd-02b280f162f9,застосовувати системне дизайн-мислення,released,skill/competence,cross-sector,,"Застосовувати процес поєднання методологій системного мислення з орієнтованим на людину дизайном, щоб розв’язувати складні суспільні проблеми інноваційним та стійким способом. Це найчастіше застосовується в практиках соціальних інновацій, які зосереджені не на розробці окремих продуктів і послуг, а на розробці складних систем обслуговування, організацій або політик, які приносять цінність суспільству в цілому.
	",http://data.europa.eu/esco/skill/103af23e-d56c-47ab-b991-55c94dcdef50,надання консультацій і порад
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e09e2d2-e317-47d2-bf5e-1d6c66be3efc,енергоефективність будівель,released,knowledge,cross-sector,,"Фактори, що сприяють зниженню енергоспоживання будівель. Технології будівництва та ремонту, які використовуються для цього. Законодавство та процедури щодо енергетичної ефективності будівель.
	",http://data.europa.eu/esco/isced-f/0713,електроенергія та енергія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e0a7f6e-b546-4cc6-9f8b-53e4fa31a426,розраховувати системи розумної електромережі,released,skill/competence,sector-specific,,"Розробляти та розраховувати системи розумної електромережі на основі теплового навантаження, кривих тривалості, енергетичного моделювання тощо.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,проєктування електричних або електронних систем або обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e0ba879-1cf3-4260-822b-2c2e3cc5e269,установлювати наземні вітроенергетичні системи,released,skill/competence,occupation-specific,,"Установлювати системи, які виробляють електроенергію за допомогою наземних вітроенергетичних систем. Установлювати турбіни на фундаменти, виконувати підключення до електромереж і вітрових електростанцій.
	",http://data.europa.eu/esco/skill/52797dce-911c-4e6d-b0cb-491f6469014f | http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"установлювати електричне та електронне обладнання | установлення й ремонт електричного, електронного та прецизійного обладнання"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e87c852-602a-4a0e-b8d8-20709ce14ac5,оцінювати життєвий цикл ресурсів,released,skill/competence,sector-specific,,"Оцінити використання та можливу переробку сировини протягом усього життєвого циклу продукції. Звертати увагу на відповідні нормативні акти, як-от Пакет політики Європейської комісії щодо «циркулярної» економіки.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,консультування з екологічних питань
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ee4ed1d-dc38-48e0-a9e6-a6b64f316ea6,водна політика,released,knowledge,cross-sector,,"Засади політики, стратегій, інституцій та нормативно-правових актів, що стосуються водних ресурсів.
	",http://data.europa.eu/esco/isced-f/1021,громадська санітарія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4efb00d2-e8b3-4d13-8ab7-70bc7a0a8af9,досліджувати мікроклімат будівель,released,skill/competence,sector-specific,,"Досліджувати відповідні рішення щодо умов мікроклімату для будівель, щоб забезпечити відповідальне споживання енергії та тепловий комфорт. Розглядати стратегії пасивного проєктування, як-от денне світло, пасивне охолодження, природне охолодження, теплова маса, сонячне опалення та інші.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,розроблення рішень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f4ca760-970a-4839-9ce2-ab85ed66772e,утилізувати відходи різання,released,skill/competence,cross-sector,,"Утилізувати потенційно небезпечні відходи, що утворюються в процесі різання, зокрема стружку, брухт і дрібні частинки, сортувати їх відповідно до встановлених норм і прибирати робоче місце.
	",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,обробка й утилізація небезпечних матеріалів | утилізувати відходи
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4fb7f781-9362-426a-9eb6-65c360f83e31,виконувати роботи з прибирання в екологічно чистий спосіб,released,skill/competence,cross-sector,,"Виконувати всі обов’язки з прибирання таким чином, щоб мінімізувати вплив на навколишнє середовище, дотримуватися методів, які зменшують забруднення та марну витрату ресурсів.
	",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,впроваджувати способи зменшення негативних наслідків споживання | оцінювати вплив власної поведінки на навколишнє середовище | дотримання законів і стандартів охорони навколишнього середовища
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4fdcf911-b738-4cf4-80ab-aa5a14d22f73,проводити лісовідновлювальні обстеження,released,skill/competence,sector-specific,,"Визначати умови догляду та розповсюдження саджанців. Виявляти хвороби та пошкодження, завдані тваринами. Готувати та подавати заявки, письмові плани та кошториси на лісовідновлення.
	",http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,оцінювання землі або нерухомості
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/507e2b21-1285-47e9-bf09-0db794df1bf0,розробляти екологічну політику,released,skill/competence,cross-sector,,"Розробляти організаційну політику щодо сталого розвитку та дотримання екологічного законодавства відповідно до механізмів політики, що використовуються в сфері охорони навколишнього середовища.
	",http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d | http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,забезпечувати дотримання законодавства про охорону довкілля | розробка планів досліджень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/509ff122-3546-40a7-ae02-3ee7395b3a76,законодавство про автомобільний транспорт,released,knowledge,sector-specific,,"Нормативно-правові акти регіонального, національного та європейського рівнів щодо безпеки та екологічних вимог для автомобільного транспорту.
	",http://data.europa.eu/esco/isced-f/0421,право
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50a382c6-e848-467d-b156-7a1a3610b522,еволюція економічних прогнозів,released,knowledge,cross-sector,,"Екологічні та економічні зміни в суспільстві та те, як ці чинники розвивалися з погляду економічних прогнозів у минулому, сьогоденні та майбутньому.
	",http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa | http://data.europa.eu/esco/isced-f/0311,економіка (наука) | економіка
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50ac5186-bb18-4ffb-9f29-00636853c8ea,проєктувати сонячні енергетичні системи,released,skill/competence,sector-specific,,"Проєктувати технічні умови для сонячних енергетичних систем та їхніх компонентів. Створити контрольні списки для перевірки та моніторингу завершених проєктів сонячних установок.
	",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"проєктування промислових матеріалів, систем або виробів"
