conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b244020-5f28-4e20-b74f-1c2dcb6f15cb,застосовувати комп’ютерну верстку,released,skill/competence,cross-sector,,"Застосовувати комп’ютерну верстку для створення макетів сторінок і поліграфічного тексту.
	",http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf,"використання програмного забезпечення для обробки текстів, публікації та презентації"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b3ae518-6746-4487-8d3b-4cfc063a43d0,використовувати інструменти бізнес-симуляції,released,skill/competence,sector-specific,,"Застосовувати програмне забезпечення для симуляцій задля покращення ділових навичок, як-от ділова хватка, фінансовий аналіз, аналіз ринку та напрацювання й ухвалення рішень.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,використання цифрових інструментів для співпраці й продуктивності
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b51e76e-9e8a-455f-a289-5b48246345c4,апаратні компоненти,released,knowledge,cross-sector,,"Основні компоненти, що складають апаратну систему, як-от рідкокристалічні дисплеї (РКД), датчики камери, мікропроцесори, пам’ять, модеми, батареї та взаємозв’язки між ними.
	",http://data.europa.eu/esco/isced-f/0613,розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b88b1ee-c2d9-473a-9fe8-ba3b9c0c179a,впроваджувати конвенції написання коду ІКТ,released,skill/competence,occupation-specific,,"Застосовувати принципи технологій програмування ІКТ: умовні позначення, шаблони проєктування системи кодів, методи досягнення підвищеної безпеки, надійності, кращої розпізнаваності й підтримання продукту.
	",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,програмування комп’ютерних систем
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4bd3cd7d-b061-4cc2-ba8d-3262065ebbf0,готувати звукове обладнання на сцені,released,skill/competence,sector-specific,,"Налаштовувати, монтувати, підключати, тестувати та регулювати звукове обладнання на сцені.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,установлення дерев’яних і металевих компонентів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4bf59dde-8a03-483f-976a-45764f1e6d6f,пошукові системи,released,knowledge,sector-specific,,"Методи та прийоми навігації пошуковими системами та швидкого пошуку інформації.
	",http://data.europa.eu/esco/isced-f/0322,"бібліотекознавство, інформаційне та архівознавство"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a,C#,released,knowledge,sector-specific,,"Методи та принципи розроблення програмного забезпечення, як-от аналіз, алгоритми, кодування, тестування та компіляція парадигм програмування в C#.
	",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,комп’ютерне програмування | розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4cb58ef4-67a9-4bea-a743-2c83ebd60e79,обслуговувати фрезерні верстати із ЧПУ,released,skill/competence,cross-sector,,"Обслуговувати фрезерні верстати із числовим програмним управлінням (ЧПУ), призначені для різання металевих, дерев’яних, пластикових та інших матеріалів під час виробничих процесів, контролювати такі станки й управляти ними відповідно до інструкцій.
	",http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,використання цифрових інструментів для керування технікою
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4cdbc76c-75d8-4e12-8653-4820c2d5446f,процедури тестування мікросистем,released,knowledge,sector-specific,,"Методи перевірки якості, точності та продуктивності мікросистем і мікроелектромеханічних систем (MEMS) та їхніх матеріалів і компонентів до, під час і після створення систем, як-от параметричні випробування та випробування на відбракування.
	",http://data.europa.eu/esco/isced-f/0611,використання комп’ютера
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ce06d6b-f3df-40b6-b950-570be5008032,аналізувати відскановані дані тіла,released,skill/competence,sector-specific,,"Аналізувати 3D-скановані дані для розробки прототипів, аватарів, створення таблиць розмірів, модифікації, зміни та маніпуляцій з лекалами одягу, а також для тестування посадки на фігурі.
	",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522 | http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af | http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,критично мислити | використовувати методи обробки даних | аналізувати дані випробувань | аналіз і оцінювання інформації та даних | перевіряти дані
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956,керувати архітектурою даних у сфері ІКТ,released,skill/competence,sector-specific,,"Наглядати за дотриманням правилам та використанням методів ІКТ для визначення архітектури інформаційних систем і для контролю збору, зберігання, консолідації, упорядкування та використання даних в організації.
	",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,проєктування систем або програм ІКТ
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d97e3c3-f335-47cc-a4ee-0d779fd42222,"розпоряджатись даними, інформацією і цифровим контентом",released,skill/competence,cross-sector,,"Організовувати, зберігати та отримувати дані, інформацію та вміст у цифровому середовищі. Організовувати та обробляти їх у структурованому середовищі.
	",http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a | http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,цифрова обробка даних | управління інформацією
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f,MySQL,released,knowledge,sector-specific,,"Комп’ютерна програма MySQL — це інструмент для створення, оновлення та керування базами даних, яка наразі розробляється компанією-виробником програмного забезпечення Oracle.
	",http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f | http://data.europa.eu/esco/isced-f/0612,системи управління базами даних | проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4da4587a-fd0b-4ca2-886c-c42a1562d432,проєктувати хмарні мережі,released,skill/competence,sector-specific,,"Застосовувати концепції хмарних мереж і впроваджувати служби підключення хмари. Враховуючи вимоги споживача, визначати мережеву архітектуру в хмарі, пропонувати оптимізовані проєкти на основі оцінки наявного втілення. Оцінювати та оптимізувати розподіл витрат з урахуванням дизайну мережі, її хмарних ресурсів і потоку даних програми.
	",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,проєктування систем або програм ІКТ
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4dc5042a-b2b4-4ad5-a39b-3558b073cec7,використовувати спеціалізоване обладнання,released,skill/competence,sector-specific,,"Використовувати спеціалізоване обладнання, зокрема електронний мікроскоп, телеметричну систему, обладнання для аналізу цифрових зображень, системи глобального позиціонування та комп’ютерного моделювання в дослідженнях та аналізі методології виробництва.
	",http://data.europa.eu/esco/skill/7ca69606-5ffc-4668-ae53-713c1f1612e6,експлуатація наукового й лабораторного обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e6d2538-a48e-48a7-8dad-14b067cfcb8b,TripleStore,released,knowledge,sector-specific,,"Сховище RDF або TripleStore — це база даних, що використовується для зберігання і вилучення трійок Resource Description Framework (елементів даних «суб’єкт-предикат-об’єкт»), до яких можна отримати доступ за допомогою семантичних запитів.
	",http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f | http://data.europa.eu/esco/isced-f/0612,системи управління базами даних | проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ed46658-cc30-4d37-9301-47dd354c92a2,розробляти відмовостійкі рішення,released,skill/competence,occupation-specific,,"Створювати систему резервного копіювання або резервні рішення, які будуть запускатися автоматично або ж активуються в разі збою основної системи чи програми, а також управляти такими системами чи рішеннями.
	",http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f | http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,захист пристроїв ІКТ | знаходити рішення проблем
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ef13dee-380d-4b76-9034-c4995045303f,оцінювати блокчейн-архітектуру,released,skill/competence,cross-sector,,"Оцінювати блокчейн-архітектуру з точки зору придатності до тих чи інших застосувань, враховуючи особливу важливість і пріоритетність властивостей архітектури для цих застосувань.
	",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,проєктування систем або програм ІКТ
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f1afd9d-77a7-40f8-a3c7-fe18b984ce43,сполучна лінія у телекомунікаційній мережі,released,knowledge,sector-specific,,"Метод надання мережевого доступу багатьом клієнтам зі збереженням меншої кількості компонентів з’єднання шляхом групування та спільного використання ланцюгів та частот з’єднання.
	",http://data.europa.eu/esco/isced-f/0714,електроніка й автоматизація
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f5c1208-62fd-4e5a-a51e-306c06947e11,"розпоряджатись відшукуваними, доступними, сумісними і багаторазово використовуваними даними",released,skill/competence,cross-sector,,"Створювати, описувати, зберігати, оберігати та (повторно) використовувати наукові дані на основі принципів FAIR (відшукуваність, доступність, сумісність і багаторазовість використання даних), роблячи дані максимально відкритими та настільки закритими, наскільки це є необхідним.
	",http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f | http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,керувати даними | проведення академічних або маркетингових досліджень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f5ccaad-0e4f-4e9f-8246-47765564387d,оновлювати вбудовані програми,released,skill/competence,cross-sector,,"Оновлювати базове або інтегроване програмне забезпечення, установлене на пристроях, у мережевих компонентах і вбудованих системах.
	",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,налаштування комп’ютерних систем
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f6b656a-54d0-48ce-9b55-ebcac5904a14,працювати з геопросторовими технологіями,released,skill/competence,sector-specific,,"Використовувати геопросторові технології, у роботі яких застосовуються GPS (системи глобального позиціонування), GIS (географічні інформаційні системи) та RS (дистанційне зондування).
	",http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,доступ до цифрових даних та їх аналіз
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f7fa632-15a6-4739-930b-abbac8055a80,вбудована програма,released,knowledge,cross-sector,,"Вбудована програма — це програма, розташована в пам’яті постійного зберігання (ПЗП) з набором інструкцій, яка назавжди записана на апаратному пристрої. Вбудовані програми широко використовуються в електронних системах, як-от комп'ютери, мобільні телефони та цифрові камери.
	",http://data.europa.eu/esco/isced-f/0613,розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4fea6307-bdc0-423d-ad63-c61755c14522,виконувати бібліографічну роботу,released,skill/competence,sector-specific,,"Виконувати бібліографічну роботу; використовувати комп’ютер або друковані матеріали для ідентифікації та пошуку назв книг за запитом відвідувача.
	",http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823,надання інформації громадськості й клієнтам
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ff549c3-daa5-4def-9916-301c7bdf13b8,системи контролю,released,knowledge,cross-sector,,"Пристрої або набір пристроїв, які керують продуктивністю та поведінкою іншого обладнання та систем. До них належать автоматизовані системи керування (АСК), які використовуються для промислового виробництва та виготовлення продукції.
	",http://data.europa.eu/esco/isced-f/0714,електроніка й автоматизація
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ffc3a4c-b4f3-4082-b030-93799725d01b,вносити необроблені записи в комп’ютер,released,skill/competence,sector-specific,,"Розміщувати необроблений звуковий і відеоматеріал у файлах на комп’ютері.
	",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"керування, збір і зберігання цифрових даних"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/501537a7-9d63-491d-ae02-09f04767ff1e,вектори атаки,released,knowledge,sector-specific,,"Шляхи або методи, використовувані суб’єктами загроз для експлуатації вразливостей інформаційних мереж або систем конкретної організації та впливу на їхню доступність, цілісність і конфіденційність. Вектори атак можуть включати тактики соціальної інженерії, наприклад, фішингові листи чи претекстинг, технічні експлойти на кшталт SQL-ін’єкцій, а також атаки на переповнення буфера.
	",http://data.europa.eu/esco/isced-f/0611,використання комп’ютера
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50597e96-9b6a-4736-ac79-dd80f36c0269,Metasploit,released,knowledge,sector-specific,,"Програмний каркас (фреймворк) Metasploit — це інструмент тестування на проникнення, який перевіряє слабкі місця (з погляду безпеки) в системі на потенційно несанкціонований доступ до системної інформації. Інструмент ґрунтується на концепції «експлойта», яка передбачає виконання коду на цільовій машині, використовуючи таким чином помилки і вразливості цільової машини.
	",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,розроблення й аналіз програмного забезпечення та прикладних програм | інструмент для тестування на проникнення
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258,створювати рекомендаційні системи,released,skill/competence,occupation-specific,,"Розробляти системи рекомендацій на основі великих наборів даних, використовуючи мови програмування або комп’ютерні засоби для створення підкласу системи фільтрації інформації, метою якої є прогнозування рейтингу якоїсь позиції або прогнозування вподобань користувача.
	",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,програмування комп’ютерних систем
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5063a99f-975b-4a7c-85e3-69ecb375b4d3,управління інтернетом,released,knowledge,sector-specific,,"Принципи, правила, норми та програми, які визначають розвиток та використання Інтернету, як-от керування доменними іменами в Інтернеті, реєстри та реєстратори відповідно до норм і рекомендацій ICANN/IANA, IP-адреси та імена, сервери імен, DNS, TLD та аспекти IDN та DNSSEC.
	",http://data.europa.eu/esco/isced-f/0613,розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/509909a2-4a8f-4ead-8ad0-968df63b77cc,методи маркетингу в соціальних мережах,released,knowledge,cross-sector,,"Маркетингові методи та стратегії, що використовуються для підвищення уваги до вебсайту та його відвідуваності через канали соціальних мереж.
	",http://data.europa.eu/esco/isced-f/0414,маркетинг і реклама
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8,виконувати очищення даних,released,skill/competence,cross-sector,,"Виявляти й виправляти пошкоджені записи в наборах даних, перевіряти актуальність і структурованість даних відповідно до інструкцій.
	",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"керування, збір і зберігання цифрових даних"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5120f979-6450-4132-874a-7f7679c7ca14,обслуговувати металоштампувальний прес із ЧПУ,released,skill/competence,cross-sector,,"Управляти металоштампувальними пресами із числовим програмним управлінням (ЧПУ) відповідно до інструкцій.
	",http://data.europa.eu/esco/skill/83bf74c8-6d77-4aac-9a36-f3118a066e51 | http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,обслуговувати штампувальний прес | використання цифрових інструментів для керування технікою
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b,R,released,knowledge,sector-specific,,"Методи та принципи розроблення програмного забезпечення, як-от аналіз, алгоритми, кодування, тестування та компіляція парадигм програмування в R.
	",http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a | http://data.europa.eu/esco/isced-f/0613,програмне забезпечення системи статистичного аналізу | розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/51927003-a757-4552-804f-c045e21fdaf2,налаштовувати аудіовізуальне периферійне обладнання,released,skill/competence,cross-sector,,"Налаштовувати аудіовізуальне периферійне обладнання, зокрема штативи, кабелі, мікрофони, монітори тощо.
	",http://data.europa.eu/esco/skill/3233330f-bb93-47ea-93b4-ed903d05d9f1 | http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,налаштовувати мультимедійне обладнання | експлуатація аудіовізуального обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/51b18096-85e6-425b-bb15-03a74eeda0dc,визначати вимоги ринку до ІКТ-документації,released,skill/competence,occupation-specific,,"Проводити дослідження та аналізувати специфічні вимоги до документації на ринках (зокрема мову, застосовні стандарти, законодавчі вимоги та культурні умови), а також розробляти конкретні специфікації для розробки документації із застосуванням ІКТ.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,проведення академічних або маркетингових досліджень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52739347-5eaa-4c9e-8cde-af7d2ba83320,моделювати електромагнітні вироби,released,skill/competence,sector-specific,,"Моделювати та імітувати спроєктовані електромагніти або вироби, що використовують електромагнетизм, за допомогою програмного забезпечення для технічного проєктування. Оцінювати життєздатність продукту та вивчати фізичні параметри для забезпечення успішного виробничого процесу.
	",http://data.europa.eu/esco/skill/592525ab-b517-4c55-8c65-17e0f5d99205,монтаж електротехнічних і електронних виробів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5284ecee-93dd-4145-a3c0-584af836c69e,використовувати платформи електронного туризму,released,skill/competence,sector-specific,,"Використовувати цифрові платформи для підтримки й поширення інформації й цифрового контенту стосовно готельної індустрії та її послуг. Аналізувати відгуки, які надходять на адресу організації, і вживати заходи для забезпечення задоволеності споживачів.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,використання цифрових інструментів для співпраці й продуктивності
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52b38e90-3d05-4042-a9e2-d19dec8dd7c1,тестувати апаратне забезпечення,released,skill/competence,cross-sector,,"Тестувати системи та компоненти апаратного забезпечення комп’ютера за допомогою відповідного обладнання та методів тестування, як-от тестування системи (ST), тестування поточного рівня надійності (ORT) і внутрішньосхемне тестування (ICT). Контролювати і оцінювати продуктивність системи та за потреби вживати необхідних заходів.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,установлення дерев’яних і металевих компонентів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52c0b1a2-a57f-488b-b09d-19af929412aa,використовувати функціональну нейровізуалізацію,released,skill/competence,occupation-specific,,"Використовувати технології та методи нейровізуалізації для дослідження функцій мозку.
	",http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,технічне або академічне письмо
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,Groovy,released,knowledge,sector-specific,,"Методи та принципи розроблення програмного забезпечення, як-от аналіз, алгоритми, кодування, тестування та компіляція парадигм програмування в Groovy.
	",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,комп’ютерне програмування | розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52e3507b-1cad-409f-9146-3c5e2afe7df9,керувати онлайн-комунікаціями,released,skill/competence,sector-specific,,"Контролювати та наглядати за комунікаціями компанії, організації чи особи в онлайн-виданнях. Стежити за тим, щоб інформація, яка поширюється в Інтернеті, відповідала стратегії та іміджу, який планується донести до аудиторії.
	",http://data.europa.eu/esco/skill/580660a6-5d3a-421d-a54f-d85b706c2b2f | http://data.europa.eu/esco/skill/a12057b4-6d11-4a12-ab8e-15a028ef0a6d | http://data.europa.eu/esco/skill/2b34a99f-9813-4c91-9509-b6b9b8c3132e | http://data.europa.eu/esco/skill/40001d93-8937-4859-89d5-2dca53290ff4 | http://data.europa.eu/esco/skill/c206d301-14b0-4bea-8028-a3749303a512,використовувати онлайн-інструменти для співпраці | взаємодіяти за допомогою цифрових технологій | співпрацювати за допомогою цифрових технологій | вести обмін за допомогою цифрових технологій | моніторинг й оцінювання ефективності діяльності окремих осіб
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5303169c-75d6-4751-9136-a4b88343388c,управління соціальними медіа,released,knowledge,cross-sector,,"Планування, розроблення та реалізація стратегій, спрямованих на управління платформами соціальних мереж, публікаціями, інструментами управління соціальними мережами та іміджем організацій у них.
	",http://data.europa.eu/esco/isced-f/0413,управління й адміністрування
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53141450-2fa9-4890-a64e-7ffd4e1144be,використовувати систему електронних медичних карток,released,skill/competence,sector-specific,,"Використовувати спеціальне програмне забезпечення для ведення медичної документації з дотриманням відповідних правил і норм.
	",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"керування, збір і зберігання цифрових даних"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53403f06-6c51-4a24-9491-d8a6200526ce,створювати віртуальну модель продукту,released,skill/competence,cross-sector,,"Створити математичну або тривимірну комп’ютерну графічну модель продукту за допомогою CAE-системи або калькулятора.
	",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"проєктування промислових матеріалів, систем або виробів"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53456d90-8c0d-4bd2-9f1b-312619b6e2a6,апаратні методи тестування,released,knowledge,cross-sector,,"Ті процеси, в межах яких тестуються апаратні компоненти або системи, наприклад системне тестування (ST), постійне тестування на надійність (ORT) і внутрішньосхемне тестування (ICT).
	",http://data.europa.eu/esco/isced-f/0613,розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5354a726-ee64-4f34-90f8-8436f9f374b8,аналізувати екологічні дані,released,skill/competence,cross-sector,,"Аналізувати та інтерпретувати екологічні та біологічні дані, використовуючи спеціалізоване програмне забезпечення.
	",http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078 | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e | http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,аналізувати наукові дані | аналіз наукових і медичних даних | розпоряджатись кількісними даними | перевіряти дані
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53780150-1581-4ae6-b435-34068c172caf,Vyper,released,knowledge,sector-specific,,"Методи та принципи розроблення програмного забезпечення, як-от аналіз, алгоритми, кодування, тестування та компіляція парадигм програмування в Vyper.
	",http://data.europa.eu/esco/isced-f/0613,розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/541561bc-510c-4a99-881c-2d8bf5a85462,користуватися програмним забезпеченням для технічного креслення,released,skill/competence,cross-sector,,"Створювати технічні проєкти й робити креслення за допомогою спеціального програмного забезпечення.
	",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,використання засобів комп’ютерного проєктування й креслення
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/545c80e8-7ab2-42fe-af64-242211e94709,аналізувати конфігурацію та продуктивність мережі,released,skill/competence,sector-specific,,"Аналізувати основні дані мережі (наприклад файли конфігурації маршрутизатора, протоколи маршрутизації), пропускну здатність і експлуатаційні характеристики глобальних та локальних мереж ІКТ, комп’ютери в яких з’єднані кабелем або в бездротовий спосіб і які дозволяють їм обмінюватися даними.
	",http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5 | http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,обслуговувати ІКТ-систему | доступ до цифрових даних та їх аналіз
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/546a96b1-5f0a-4c80-b3c5-8ac0830d9f0e,створювати цифрових персонажів для ігор,released,skill/competence,occupation-specific,,"Розробляти типологію персонажів для цифрових ігор і визначити їхню точну роль в ігровому процесі та наративі.
	",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,проєктування систем або програм ІКТ
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5475343c-5e75-415f-b431-17f3c20a347e,використовувати програмне забезпечення для планування виробництва,released,skill/competence,occupation-specific,,"Використовувати програмне забезпечення, яке полегшує планування й складання графіків у виробничій галузі, а також дозволяє оптимізувати розподіл ресурсів.
	",http://data.europa.eu/esco/skill/2a778aeb-f246-4f03-9a96-c60183001037 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,планувати виробництво | використання цифрових інструментів для співпраці й продуктивності
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,алгоритми,released,knowledge,cross-sector,,"Автономні покрокові набори операцій, які виконують обчислення, опрацювання даних й автоматизоване міркування, зазвичай для розв’язання задач чи вирішення проблем.
	",http://data.europa.eu/esco/isced-f/0612,проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/54971fec-1c2f-49c0-9396-2f0c9fa5c8c0,LAMS,released,knowledge,sector-specific,,"Комп’ютерна програма LAMS — це платформа електронного навчання для створення, адміністрування, організації, звітування та проведення навчальних курсів або навчальних програм електронного навчання. Вона розроблена LAMS Foundation.
	",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,системи управління навчанням | проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/54ae8c54-2aad-46fc-bff2-9d44d0ec7a6e,керувати засобами доступу до інформації,released,skill/competence,sector-specific,,"Розробляти та підтримувати засоби доступу до інформації, як-от бази даних, цифрові бібліографії, вебсторінки, програмне забезпечення та онлайн-уроки.
	",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,управління інформацією
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/54b4a91f-9db8-4b67-a20d-9b6ceb9c2315,азартні ігри в інтернеті,released,knowledge,occupation-specific,,"Діяльність із відігравання грошей або віртуальних валют на ставках або в азартних іграх в інтернеті через вебсайти або онлайн-програмне забезпечення.
	",http://data.europa.eu/esco/isced-f/0416,оптова й роздрібна торгівля
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/54d774a3-de3b-4425-b0d7-c03bc99a0937,складати програми навчання з кібербезпеки,released,skill/competence,sector-specific,,"Розробляти, розвивати та провадити навчальну діяльність (наприклад, лекції та кіберполігони), щоб задовольнити потреби в кібербезпеці та/або підвищити рівень обізнаності щодо кібербезпеки.
	",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,навчання оперативним процедурам
