conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/0fdc5efb-d38e-4019-bede-0ce55404549d,8160,оператор машини з виготовлення цукерок/операторка машини з виготовлення цукерок,,,released,2024-01-24T09:17:13.791Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оператори машини з виготовлення цукерок обслуговують машини, які зважують, відмірюють і змішують інгредієнти цукерок. Вони формують м’які цукерки, розкладаючи цукерки на плити, що охолоджуються та нагріваються, і нарізають їх вручну або за допомогою механізму. Вони відливають цукерки у форми або за допомогою механізму, який видавлює цукерки.
	",8160.11,http://data.europa.eu/ux2/nace2.1/1082
Occupation,http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588,3434,шеф-кухар/шеф-кухарка,,,released,2024-01-26T12:38:06.522Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Шеф-кухарі — майстри кулінарної справи, які мають чуття до творчості та нововведень, щоб створити унікальне гастрономічне враження.
	",3434.1,http://data.europa.eu/ux2/nace2.1/5611
Occupation,http://data.europa.eu/esco/occupation/10291962-c0c7-4e5b-a7ed-0762b4d9b010,2131,фармаколог/фармакологиня,,,released,2024-01-23T10:56:03.09Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Фармакологи вивчають спосіб взаємодії ліків і медикаментів з організмами, живими системами та їхніми частинами (тобто клітинами, тканинами чи органами). Їхні дослідження спрямовані на виявлення речовин, які можуть вживати люди і які виконують відповідні біохімічні функції для лікування хвороб.
	",2131.7,"http://data.europa.eu/ux2/nace2.1/721,
http://data.europa.eu/ux2/nace2.1/8699,
http://data.europa.eu/ux2/nace2.1/211,
http://data.europa.eu/ux2/nace2.1/212"
Occupation,http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c,2519,аналітик з аварійного відновлення ІКТ/аналітикиня з аварійного відновлення ІКТ,,,released,2024-01-26T16:03:10.494Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Аналітики з аварійного відновлення ІКТ розробляють, підтримують і впроваджують безперервність ІКТ і стратегії та рішення для аварійного відновлення. Вони забезпечують роботу технічних груп, оцінюють ризики, проєктують і розробляють процедури, документацію та стратегії аварійного відновлення, щоб бізнес-функції збереглися та відновилися з мінімальною втратою даних. Вони також координують тестування та перевірку резервних копій системи.
	",2519.4,http://data.europa.eu/ux2/nace2.1/631
Occupation,http://data.europa.eu/esco/occupation/103aaf7a-48da-4e25-99fc-5cf1ee1388b1,7313,ювелір-філігранник/ювелірка-філігранниця,,,released,2024-01-26T14:06:52.059Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Ювеліри-філігранник створюють витончені ювелірні вироби, зазвичай із золота та срібла, які називаються філігранями. Вони припаюють крихітні намистини, кручені нитки або їх комбінацію до поверхні предмета з того самого металу, створюючи художній мотив.\n
	",7313.1.1,http://data.europa.eu/ux2/nace2.1/3212
Occupation,http://data.europa.eu/esco/occupation/1044dedc-81d1-48b6-96b3-ced5393b2de1,2352,"вчитель, який працює з талановитими  і обдарованими учнями/вчителька, яка працює з талановитими і обдарованими учнями",,,released,2023-12-21T09:40:47.175Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Вчителі, які працюють з талановитими і обдарованими учнями, навчають учнів, які є обдарованими в одній або кількох сферах. Вони стежать за успіхами учнів, пропонують додаткові види діяльності, щоб розвинути та стимулювати їхні навички, знайомлять їх з новими темами та предметами, призначають домашні завдання та оцінюють роботи та тести, і, нарешті, вони надають емоційну підтримку, коли це необхідно. Вчителі, які працюють з талановитими й обдарованими учнями, знають, як зацікавити їх і допомогти їм повноцінно використовувати свої розумові здібності.
	",2352.2,http://data.europa.eu/ux2/nace2.1/8559
Occupation,http://data.europa.eu/esco/occupation/10469d70-78a3-4650-9e29-d04de13c62c1,2511,проєктувальник вбудованих систем/проєктувальниця вбудованих систем,,,released,2025-04-11T11:44:33.846Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Проєктувальники вбудованих систем ознайомлюються з вимогами та розробляють проєкти високого рівня або структуру вбудованої системи керування відповідно до специфікацій технічного програмного забезпечення.
	",2511.5,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/622,
http://data.europa.eu/ux2/nace2.1/261,
http://data.europa.eu/ux2/nace2.1/265,
http://data.europa.eu/ux2/nace2.1/262,
http://data.europa.eu/ux2/nace2.1/263,
http://data.europa.eu/ux2/nace2.1/264,
http://data.europa.eu/ux2/nace2.1/5829"
Occupation,http://data.europa.eu/esco/occupation/106f79e4-6264-45f1-9e7a-297435cd684b,2519,тестувальник програмного забезпечення/тестувальниця програмного забезпечення,,,released,2024-01-26T16:03:05.864Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Тестувальники програмного забезпечення проводять тестування програмного забезпечення. Вони також можуть планувати та проєктувати таке тестування. Крім того, вони можуть усувати несправності та вносити зміни до програмного забезпечення, хоча цим в основному займаються проєктувальники й розробники. Вони забезпечують, щоб додатки працювали належним чином, перш ніж здавати їх внутрішнім і зовнішнім клієнтам.
	",2519.7,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/712"
Occupation,http://data.europa.eu/esco/occupation/107865e2-ba60-4e4f-b57d-4dd5064f517f,8151,оператор крутильного устаткування/операторка крутильного устаткування,,,released,2024-01-26T11:22:34.324Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оператори крутильного устаткування обслуговують машини, які з’єднують два або більше волокон, щоб отримати пряжу. Вони обробляють сировину, готують її до переробки, використовують для цього крутильні машини. Вони також проводять планове технічне обслуговування техніки.
	",8151.2.2,"http://data.europa.eu/ux2/nace2.1/2894,
http://data.europa.eu/ux2/nace2.1/206"
Occupation,http://data.europa.eu/esco/occupation/107d21c6-973b-411c-89fd-69da48d29ada,1322,керівник шахти/керівниця шахти,,,released,2025-04-11T12:00:25.779Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Керівники шахт контролюють, спрямовують, планують і координують гірничо-виробничу діяльність. Вони несуть відповідальність за безпеку, а також за вплив на навколишнє середовище. Вони контролюють придбання, установку, технічне обслуговування та зберігання гірничих установок і обладнання. Вони ведуть роботу відповідно до кодексу поведінки організації.
	",1322.1,http://data.europa.eu/ux2/nace2.1/B
Occupation,http://data.europa.eu/esco/occupation/10841c22-0154-48ab-aaca-ce61b9a8e448,3113,технік із виробництва акумуляторних батарей,,,released,2025-04-11T11:22:28.368Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Техніки з виробництва акумуляторних батарей випробовують і комплектують акумуляторні пристрої, як-от комірки, блоки та системи, забезпечуючи їх відповідність стандартам якості та експлуатаційним характеристикам. Вони працюють із командою інженерів і науковців, щоб підготувати акумуляторні батареї для різних видів застосування, наприклад, в електромобілях, побутовій електроніці та мережевих накопичувачах.",3113.4,http://data.europa.eu/ux2/nace2.1/272
Occupation,http://data.europa.eu/esco/occupation/1084e2d6-b153-4090-8065-c9231f71d4f0,3254,технік-технолог із оптичних виробів/технік-технологиня із оптичних виробів,,,released,2024-01-24T15:40:31.528Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Техніки-технологи з оптичних виробів збирають, ремонтують і проєктують різні частини окулярів, як-от лінзи, оправи, візерунки та окуляри. Вони ріжуть, перевіряють, монтують і полірують усі деталі за допомогою різних верстатів і ручних інструментів. Техніки-технологи з оптичних виробів формують, шліфують і покривають лінзи для окулярів за рецептом. Вони встановлюють готові лінзи в оправу для окулярів. Техніки-технологи з  оптичних виробів слідкують за тим, щоб лінзи відповідали рецепту оптика, лікаря-спеціаліста з офтальмології чи оптометриста. Окрім того, вони можуть працювати з іншими відповідними оптичними приладами та обслуговувати їх.
	",3254.1.1,"http://data.europa.eu/ux2/nace2.1/8699,
http://data.europa.eu/ux2/nace2.1/3313"
Occupation,http://data.europa.eu/esco/occupation/1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb,2310,асистент викладача університету/асистентка викладача університету,,,released,2024-01-25T10:47:22.19Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Асистенти викладачів університетів — це аспіранти або недавні випускники, які працюють за тимчасовим контрактом в університеті чи коледжі, щоб виконувати обов’язки, пов’язані з викладанням. Вони допомагають професору, викладачу або вчителю конкретного курсу, за який вони відповідають, у підготовці лекцій та іспитів, оцінюванні робіт і іспитів та проведенні оглядів та відгуків щодо студентів.
	",2310.1.42,http://data.europa.eu/ux2/nace2.1/854
Occupation,http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3,1219,менеджер з якості послуг/менеджерка з якості послуг,,,released,2024-01-22T11:51:35.616Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Менеджери з якості послуг керують якістю послуг у бізнес-організаціях. Вони забезпечують якість внутрішніх операцій компанії, наприклад, вимоги споживачів і стандарти якості послуг. Менеджери з якості послуг стежать за продуктивністю компанії та за необхідності вносять зміни.
	",1219.7,http://data.europa.eu/ux2/nace2.1/701
Occupation,http://data.europa.eu/esco/occupation/11103139-4555-4696-b331-1ee581ff9a38,5223,спеціалізований продавець спортивних аксесуарів/спеціалізована продавчиня спортивних аксесуарів,,,released,2024-01-16T16:08:51.842Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Спеціалізовані продавці спортивних аксесуарів продають у спеціалізованих магазинах спортивні товари, рибальські знаряддя, товари для кемпінгу, човни та велосипеди.
	",5223.7.33,http://data.europa.eu/ux2/nace2.1/4763
Occupation,http://data.europa.eu/esco/occupation/114c5a6c-1869-4a67-8ec0-660ec303f8cc,2352,асистент вчителя/асистентка вчителя,,,released,2023-12-21T09:40:34.216Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Асистенти вчителя допомагають учням, які мають загальні труднощі з навчанням. Асистенти вчителя приділяють увагу базовим навичкам, як-от рахування та грамотність, і, таким чином, викладають базові предмети, зокрема письмо, читання, математика та мови, і працюють у навчальних закладах, як-от початкова чи середня школа. Вони підтримують учнів у їхній шкільній роботі, планують стратегії навчання, визначають їхні навчальні потреби та успіхи і вживають відповідних заходів. Вони можуть працювати в різних освітніх установах і підтримувати інших вчителів або керувати власним класом.
	",2352.1.3,http://data.europa.eu/ux2/nace2.1/8569
Occupation,http://data.europa.eu/esco/occupation/114e1eff-215e-47df-8e10-45a5b72f8197,2433,консультант з відновлюваної енергетики/консультантка з відновлюваної енергетики,,,released,2024-01-26T12:39:32.747Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Консультанти з відновлюваної енергетики надають консультації клієнтам щодо переваг і недоліків різноманітних видів відновлюваних джерел енергії. Вони проводять опитування і співбесіди, щоб дослідити попит на відновлювану енергію та відгуки про неї, а також надають поради клієнтам щодо найвигідніших джерел відновлюваної енергії для їхніх проєктів.
	",2433.3,"http://data.europa.eu/ux2/nace2.1/7499,
http://data.europa.eu/ux2/nace2.1/354"
Occupation,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,3422,спортивний інструктор/спортивна інструкторка,,,released,2025-01-28T16:24:20.964Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Спортивні інструктори знайомлять людей зі спортом і навчають навичок, необхідних для занять спортом. Вони знаються на одному або декількох видах спорту, які часто є активними видами спорту, і знають, як мотивувати інших і розділити з ними задоволення від спорту.
	",3422.4,http://data.europa.eu/ux2/nace2.1/8551
Occupation,http://data.europa.eu/esco/occupation/116b4c55-5bd0-41e9-9227-98d7ecffeaf6,2310,викладач соціології закладу вищої освіти/викладачка соціології закладу вищої освіти,,,released,2024-01-25T10:47:09.932Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Викладачі соціології закладу вищої освіти — це професори, вчителі або викладачі предметів, які навчають учнів, які отримали диплом про повну середню освіту у своїй спеціальній галузі навчання — соціології, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів \nдля підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядів та відгуків щодо учнів. Вони також проводять наукові дослідження у своїй галузі соціології, публікують свої висновки та підтримують зв’язок з іншими колегами з університету.
	",2310.1.38,http://data.europa.eu/ux2/nace2.1/854
Occupation,http://data.europa.eu/esco/occupation/11830794-108c-48fe-a282-2cd7a2945344,2166,розробник азартних ігор/розробниця азартних ігор,,,released,2024-02-07T14:37:13.826Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Розробники азартних ігор розробляють інноваційні азартні ігри, лотереї або ігри на тоталізаторі. Вони визначають дизайн, правила гри або структуру гри. Розробники азартних ігор також можуть демонструвати гру окремим особам.
	",2166.8,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/920,
http://data.europa.eu/ux2/nace2.1/5821"
Occupation,http://data.europa.eu/esco/occupation/11833a96-fc27-4b03-a53d-892ac891a2bb,3115,технік із планування,,,released,2024-01-16T14:09:43.068Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Техніки з планування планують виробництво, відстежують виробничі процеси, розробляють і випробовують рішення для розв'язання технічних проблем. Вони тісно співпрацюють з інженерами та технологами, перевіряють продукцію, проводять випробування та збирають дані.
	",3115.1.16,http://data.europa.eu/ux2/nace2.1/C
Occupation,http://data.europa.eu/esco/occupation/1185cfe1-49a7-44a7-8dee-45b2f36727f9,5113,спеціаліст з екологічної освіти/спеціалістка з екологічної освіти,,,released,2024-01-23T12:24:28.958Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Фахівці з екологічної освіти відповідають за сприяння збереженню та розвитку навколишнього середовища. Вони відвідують школи та підприємства, щоб виступити з доповідями, створюють освітні ресурси та вебсайти, проводять прогулянки на природі з гідом, відповідні навчальні курси та допомагають у волонтерській діяльності та природоохоронних проєктах. Часто сади й парки наймають фахівця з екологічної освіти, який супроводжує шкільні екскурсії.
	",5113.1.1,"http://data.europa.eu/ux2/nace2.1/9499,
http://data.europa.eu/ux2/nace2.1/8559"
Occupation,http://data.europa.eu/esco/occupation/11a6d0f6-e692-4774-aa5f-193b67d31022,2269,лікар-кінезіолог/лікарка-кінезіологиня,,,released,2024-01-17T10:54:37.161Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Лікарі-кінезіологи вивчають і досліджують рух тіла; його м’язи та частини. Вони аналізують і використовують наукові дані та методи для покращення руху тіла, зазвичай у людей, за використання знань в таких областей, як фізіологія, кінетика, неврологія та біологія. Вони визначають вплив деяких факторів, зокрема стану тіла, на рух і розробляють рішення для покращення загальної рухливість та пересування.
	",2269.2,http://data.europa.eu/ux2/nace2.1/8696
Occupation,http://data.europa.eu/esco/occupation/11b6390b-1e48-4903-a5df-d3e04b451a19,2113,хімік-косметик/хімікиня-косметик,,,released,2024-01-26T14:51:42.113Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Хіміки-косметики розробляють формули для створення та тестування нових косметичних продуктів і вдосконалення наявних косметичних продуктів, як-от парфуми та ароматизатори, губна помада, водостійкі лосьйони та макіяж, фарби для волосся, мило та мийні засоби зі спеціальними властивостями, косметичні лікарські засоби чи дієтичні добавки для покращення стану здоров’я.
	",2113.1.4,http://data.europa.eu/ux2/nace2.1/2042
Occupation,http://data.europa.eu/esco/occupation/11d72bd6-779a-4643-9962-313833740094,2133,еколог-дослідник/екологиня-дослідниця,,,released,2024-01-23T10:56:45.113Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Екологи-дослідники виявляють проблеми та знаходять рішення, щоб мінімізувати небезпеку для навколишнього середовища, аналізуючи зразки повітря, води чи ґрунту. Вони надають консультації або розробляють політику щодо охорони навколишнього середовища та мають на меті покращити умови збереження водопостачання та управління місцями утилізації відходів. Екологи-дослідники проводять оцінку екологічних ризиків і аналізують вплив на навколишнє середовище нових рішень, будівельних майданчиків або змін у навколишньому середовищі, забезпечуючи дотримання екологічних норм.
	",2133.7,"http://data.europa.eu/ux2/nace2.1/721,
http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/8412,
http://data.europa.eu/ux2/nace2.1/7499"
Occupation,http://data.europa.eu/esco/occupation/11df8941-508c-4103-ad40-52cdf9430a59,2632,соціолог/соціологиня,,,released,2024-01-26T14:01:01.073Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Соціологи зосереджують свої дослідження на поясненні соціальної поведінки та того, як люди організували себе як суспільство. Вони досліджують і пояснюють, як розвивалися суспільства, описуючи їхні правові, політичні та економічні системи та їхнє культурне самовираження.
	",2632.6,http://data.europa.eu/ux2/nace2.1/722
Occupation,http://data.europa.eu/esco/occupation/11e6d39e-1295-40e7-8eea-3eb042bc7e34,5120,промисловий кухар/промислова кухарка,,,released,2024-01-25T09:34:46.581Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Промислові кухарі розробляють та створюють нові рецепти їжі. Вони готують, відмірюють і змішують інгредієнти для приготування харчових продуктів. Вони контролюють і регулюють температуру, слідкують за процесом приготування їжі, призначають конкретні завдання з випікання та дають поради працівникам у виконання завдань.
	",5120.1.4,http://data.europa.eu/ux2/nace2.1/1085
Occupation,http://data.europa.eu/esco/occupation/11eb55d3-4dbe-45c5-a6ce-f04ae843c938,7311,годинникар/годинникарка,,,released,2024-01-24T09:29:05.352Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Годинникарі виготовляють механічні та електронні годинники. Вони використовують точні ручні інструменти або автоматизоване обладнання, щоб складати пристрої. Годинникарі також можуть займатися ремонтом годинників. Вони можуть працювати в майстернях або на заводах.
	",7311.1,http://data.europa.eu/ux2/nace2.1/2652
Occupation,http://data.europa.eu/esco/occupation/1209b85e-80f1-490f-a7e1-6ad220bb956d,3119,розробник взуттєвої продукції/розробниця взуттєвої продукції,,,released,2024-01-16T15:08:13.855Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Розробники взуттєвої продукції забезпечують взаємодію між дизайном і виробництвом. Вони розробляють дослідні зразки взуття, створені до того дизайнерами. Вони обирають, проєктують або змінюють форму та деталі взуття, виготовляють шаблони для верхньої частини, підкладки та нижньої частини, а також створюють технічні креслення для різноманітних інструментів, наприклад, різальних штампів, форм тощо. Вони також створюють і оцінюють дослідні зразки взуття, класифікують і готують вибірку розмірів, проводять необхідні випробування для вибірок і узгоджують якісні та цінові обмеження споживача.
	",3119.6,http://data.europa.eu/ux2/nace2.1/152
Occupation,http://data.europa.eu/esco/occupation/12142c2c-9b6f-4e4f-8153-f1a51554e4e0,1324,"менеджер з імпорту й експорту механічного, промислового обладнання, кораблів і повітряних суден/менеджерка з імпорту й експорту механічного, промислового обладнання, кораблів і повітряних суден",,,released,2024-01-26T11:38:42.192Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Менеджери з імпорту й експорту механічного, промислового обладнання, кораблів і повітряних суден встановлюють і підтримують процедури для транскордонного ведення бізнесу, координуючи сторони договору всередині країни і за кордоном.
	",1324.3.2.20,"http://data.europa.eu/ux2/nace2.1/4664,
http://data.europa.eu/ux2/nace2.1/4614"
Occupation,http://data.europa.eu/esco/occupation/1214a616-aaa5-4140-b82e-2cc5028b0fa4,8160,оператор змішувальної установки/операторка змішувальної установки,,,released,2024-01-24T09:16:27.56Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оператори змішувальної установки контролюють обладнання для зважування та змішування рослинних олій, які використовуються в таких продуктах, як олія для салатів і маргарини. Вони, як правило, перекачують олії, щоб змішати їх відповідно до певних формул. Вони беруть зразки змішаної олії, щоб перевірити її текстуру та колір і на основі цього коригують процеси змішування.
	",8160.6,http://data.europa.eu/ux2/nace2.1/104
Occupation,http://data.europa.eu/esco/occupation/121bd198-af39-4fac-8249-b384910f7bd7,8141,вулканізаторник шин/вулканізаторниця шин,,,released,2024-01-16T11:23:29.664Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Вулканізатори шин ремонтують розриви та дірки в виливках і протекторах шин за допомогою ручних інструментів або машин.
	",8141.1.8,http://data.europa.eu/ux2/nace2.1/2211
Occupation,http://data.europa.eu/esco/occupation/123a195c-103a-4b84-b3fd-6d40dbc15c54,7211,ливарник лиття в кокілі/ливарниця лиття в кокілі,,,released,2024-01-23T11:43:31.39Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Ливарники лиття в кокілі виготовляють виливки, включно з трубами, трубками, порожнистими профілями та іншими продуктами первинної обробки сталі, за допомогою ручного обладнання у ливарному цеху. Вони направляють потік розплавлених чорних і кольорових металів у кокілі, турбуючись про те, щоб створити правильні умови для отримання металу найвищої якості. Вони спостерігають за потоком металу, щоб визначити його вади. У разі виявлення вад вони повідомляють уповноважений персонал і беруть участь в усуненні вад.
	",7211.1.1,http://data.europa.eu/ux2/nace2.1/245
Occupation,http://data.europa.eu/esco/occupation/1242d99a-47f1-4a62-b884-33746db8a6ca,3512,менеджер служби підтримки ІКТ/менеджерка служби підтримки ІКТ,,,released,2024-01-25T09:26:35.021Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Менеджери служби підтримки ІКТ контролюють надання послуг технічної підтримки клієнтам відповідно до заздалегідь визначених термінів. Вони планують і організовують заходи з підтримки користувачів і усувають проблеми та недоліки ІКТ. Менеджери служби підтримки ІКТ керують командою служби підтримки та контролюють надання вичерпних відгуків і підтримки користувачам. Вони також беруть участь у розробці рекомендацій з обслуговування користувачів і покращенні згуртованості колективу.
	",3512.2,http://data.europa.eu/ux2/nace2.1/622
Occupation,http://data.europa.eu/esco/occupation/1246764a-ce7c-45e8-9675-e445d145e818,5223,спеціалізований продавець книгарні/спеціалізована продавчиня книгарні,,,released,2016-07-05T17:26:54Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Спеціалізовані продавці книгарень продають книги в спеціалізованих магазинах. Вони також вносять пропозиції, дають поради щодо наявних книг та інших супутніх товарів, які продаються в спеціалізованому магазині.
	",5223.7.6,http://data.europa.eu/ux2/nace2.1/4761
Occupation,http://data.europa.eu/esco/occupation/12938d1a-eeb2-4b1e-a22b-f0bebeadfb73,3131,оператор гідроелектростанції/операторка гідроелектростанції,,,released,2025-07-29T10:55:01.302Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оператори гідроелектростанцій експлуатують і обслуговують обладнання, яке використовується для виробництва енергії від руху води. Вони контролюють вимірювальне обладнання, оцінюють виробничі потреби та адаптують потік води, щоб задовольнити такі потреби. Вони також виконують обов’язки з ремонту та обслуговування.
	",3131.3.5,http://data.europa.eu/ux2/nace2.1/3512
Occupation,http://data.europa.eu/esco/occupation/12da0bb1-26c8-46eb-9476-797f4f1c441e,5419,регулювальник руху/регулювальниця руху,,,released,2024-01-23T09:45:49.426Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Регулювальники руху скеровують пішоходів у громадських місцях, наприклад, на вулицях поблизу шкіл або залізниць, щоб ті переходили дороги загального користування та перехрестя, спостерігають за дорожнім рухом і при цьому тримають знак зупинки в напрямку транспортних засобів, щоб гарантувати безпечний і впорядкований рух пішоходів.
	",5419.4,http://data.europa.eu/ux2/nace2.1/8424
